io_nio,y_kontinuierlich_sicherheitsabstand,y_od_komponente_zuverlaessig,y_nio_wandstaerke,y_nio_ovalitaet,y_nio_od,y_nio_wellhoehe,y_nio_bindenaehte,y_nio_blasenbildung,y_nio_risse,y_nio_oberflaechenfehler,y_nio_delamination
IO,0.024852208159565535,1,0,0,0,0,0,0,0,0,0
IO,0.21937811224435427,1,0,0,0,0,0,0,0,0,0
IO,0.6286093841485174,1,0,0,0,0,0,0,0,0,0
IO,0.30524092439382444,1,0,0,0,0,0,0,0,0,0
IO,0.520257564149451,1,0,0,0,0,0,0,0,0,0
IO,0.31518901677632494,1,0,0,0,0,0,0,0,0,0
IO,0.17057616224718908,1,0,0,0,0,0,0,0,0,0
IO,0.10314918794171032,1,0,0,0,0,0,0,0,0,0
IO,0.2800932758386641,1,0,0,0,0,0,0,0,0,0
IO,0.13088795876777137,1,0,0,0,0,0,0,0,0,0
IO,0.38384251726081065,1,0,0,0,0,0,0,0,0,0
NIO,-0.010079719876519752,1,0,0,0,1,0,0,0,0,0
IO,0.24769969306474757,1,0,0,0,0,0,0,0,0,0
NIO,-0.2136243355856862,1,0,1,0,0,0,0,0,0,0
IO,0.14705032074982344,1,0,0,0,0,0,0,0,0,0
IO,0.2000908432615702,1,0,0,0,0,0,0,0,0,0
IO,0.03458859338717753,1,0,0,0,0,0,0,0,0,0
IO,0.4366713233784962,1,0,0,0,0,0,0,0,0,0
NIO,0.2648986362455565,1,0,0,0,0,1,0,0,0,0
IO,0.04982981819435184,1,0,0,0,0,0,0,0,0,0
IO,0.34819224539128835,1,0,0,0,0,0,0,0,0,0
NIO,-0.013379845816449687,1,0,0,1,0,0,0,0,0,0
IO,0.3719584361271674,1,0,0,0,0,0,0,0,0,0
IO,0.6904521401125773,1,0,0,0,0,0,0,0,0,0
IO,0.04408649574520492,1,0,0,0,0,0,0,0,0,0
NIO,0.21064869590238308,1,0,0,0,0,0,0,0,1,0
IO,0.1913982612632507,1,0,0,0,0,0,0,0,0,0
IO,0.3842738919727055,1,0,0,0,0,0,0,0,0,0
IO,0.2800739239998418,1,0,0,0,0,0,0,0,0,0
NIO,0.18872496544023307,1,0,0,0,0,0,0,0,1,0
IO,0.24367548154455781,0,0,0,0,0,0,0,0,0,0
IO,0.1744109502447137,1,0,0,0,0,0,0,0,0,0
IO,0.037822644760629284,1,0,0,0,0,0,0,0,0,0
NIO,0.576884731354123,1,0,0,0,0,0,0,0,0,1
IO,0.191174335064012,1,0,0,0,0,0,0,0,0,0
IO,0.4735187071318133,1,0,0,0,0,0,0,0,0,0
IO,0.21409413855735915,1,0,0,0,0,0,0,0,0,0
IO,0.23236240585775464,1,0,0,0,0,0,0,0,0,0
IO,0.4588543758860353,1,0,0,0,0,0,0,0,0,0
NIO,-0.5148541806422734,1,1,0,0,0,0,0,0,0,0
IO,0.24015995289515277,1,0,0,0,0,0,0,0,0,0
IO,0.06409582181844917,1,0,0,0,0,0,0,0,0,0
IO,0.5776037591412053,1,0,0,0,0,0,0,0,0,0
NIO,-0.01745455872849731,1,0,1,0,0,0,0,0,0,0
IO,0.22115958136412095,1,0,0,0,0,0,0,0,0,0
NIO,-0.411144991912499,1,0,1,0,0,0,0,0,0,0
IO,0.22582137747897413,1,0,0,0,0,0,0,0,0,0
NIO,-0.27041596723571837,1,0,0,0,1,0,0,0,0,0
IO,0.1467048260376765,1,0,0,0,0,0,0,0,0,0
NIO,-0.23694319893019752,1,0,0,1,0,0,0,0,0,0
IO,0.29135081796433077,0,0,0,0,0,0,0,0,0,0
IO,0.13831626549203632,1,0,0,0,0,0,0,0,0,0
NIO,-0.09496289398410603,1,0,1,0,0,0,0,0,0,0
IO,0.2926433723323959,1,0,0,0,0,0,0,0,0,0
IO,0.05411046726798634,1,0,0,0,0,0,0,0,0,0
NIO,0.4722439312711524,0,0,0,0,0,0,1,0,0,0
IO,0.07817683035806526,1,0,0,0,0,0,0,0,0,0
IO,0.15614213785548467,1,0,0,0,0,0,0,0,0,0
IO,0.10904510948976857,1,0,0,0,0,0,0,0,0,0
IO,0.14904152388618042,1,0,0,0,0,0,0,0,0,0
IO,0.10970223662684724,1,0,0,0,0,0,0,0,0,0
NIO,-0.1608235193271159,1,0,0,1,0,0,0,0,0,0
IO,0.3653160093357344,1,0,0,0,0,0,0,0,0,0
IO,0.34595848391773804,1,0,0,0,0,0,0,0,0,0
NIO,-0.5364932630433836,1,0,1,0,0,0,0,0,0,0
IO,0.27212151005395313,1,0,0,0,0,0,0,0,0,0
IO,0.29591432091215775,1,0,0,0,0,0,0,0,0,0
IO,0.12299772856011726,1,0,0,0,0,0,0,0,0,0
IO,0.14544780155430967,1,0,0,0,0,0,0,0,0,0
NIO,0.24415775124082756,1,0,0,0,0,0,0,0,1,0
IO,0.3143780009744209,1,0,0,0,0,0,0,0,0,0
NIO,0.07174739593014161,1,0,0,0,0,0,0,0,1,0
IO,0.6461675136417663,1,0,0,0,0,0,0,0,0,0
NIO,-0.07173214722925433,1,0,1,0,0,0,0,0,0,0
NIO,0.3896235153303433,1,0,0,0,0,0,0,0,0,1
NIO,-0.37465270737785333,1,0,1,0,0,0,0,0,0,0
IO,0.39610467307295294,1,0,0,0,0,0,0,0,0,0
IO,0.19699008407179547,1,0,0,0,0,0,0,0,0,0
IO,0.368197394340771,1,0,0,0,0,0,0,0,0,0
IO,0.5360462300648644,1,0,0,0,0,0,0,0,0,0
IO,0.040869795042164925,1,0,0,0,0,0,0,0,0,0
IO,0.40207690404277113,1,0,0,0,0,0,0,0,0,0
NIO,-0.5228747470401535,1,0,1,1,0,0,0,0,0,0
IO,0.4279491483756672,1,0,0,0,0,0,0,0,0,0
NIO,0.17790457830473635,1,0,0,0,0,0,0,0,1,0
IO,0.34760004704161335,1,0,0,0,0,0,0,0,0,0
IO,0.029871591512713458,1,0,0,0,0,0,0,0,0,0
IO,0.09054243924969083,1,0,0,0,0,0,0,0,0,0
IO,0.18492313840130503,1,0,0,0,0,0,0,0,0,0
NIO,-0.1413664440476098,1,0,1,0,0,0,0,0,0,0
NIO,-0.0897636527007435,1,0,1,0,0,0,0,0,1,0
IO,0.3468532201244166,1,0,0,0,0,0,0,0,0,0
NIO,0.3213824904896647,1,0,0,0,0,0,1,0,0,0
IO,0.41468611910419434,1,0,0,0,0,0,0,0,0,0
IO,0.23060974991441052,1,0,0,0,0,0,0,0,0,0
NIO,-0.11582509397063537,1,0,1,0,0,0,0,0,0,0
IO,0.22290434522792243,1,0,0,0,0,0,0,0,0,0
NIO,0.09205439342153954,1,0,0,0,0,0,0,0,1,0
IO,0.15967582458636054,1,0,0,0,0,0,0,0,0,0
IO,0.197878318847593,1,0,0,0,0,0,0,0,0,0
NIO,0.09928785307446529,1,0,0,0,0,0,1,0,0,0
NIO,-0.2315085791298691,1,0,1,0,0,0,0,0,0,0
IO,0.33283412176149463,1,0,0,0,0,0,0,0,0,0
IO,0.6385665468702131,0,0,0,0,0,0,0,0,0,0
IO,0.7979955469519048,1,0,0,0,0,0,0,0,0,0
IO,0.34919151361305245,1,0,0,0,0,0,0,0,0,0
NIO,-0.08872368469548735,1,1,0,0,0,0,0,0,0,0
IO,0.5607197739088318,1,0,0,0,0,0,0,0,0,0
IO,0.5906609015371345,1,0,0,0,0,0,0,0,0,0
IO,0.009119992879168167,1,0,0,0,0,0,0,0,0,0
IO,0.16342490857733577,1,0,0,0,0,0,0,0,0,0
IO,0.06214118821342485,1,0,0,0,0,0,0,0,0,0
IO,0.13738836590849718,1,0,0,0,0,0,0,0,0,0
NIO,0.2490617422267801,1,0,0,0,0,0,0,1,0,0
IO,0.3118324907940284,1,0,0,0,0,0,0,0,0,0
NIO,-0.07750856498321598,1,0,0,0,1,0,0,1,0,0
IO,0.6041947020062628,1,0,0,0,0,0,0,0,0,0
NIO,-0.3977146056033056,0,1,0,0,0,0,0,0,0,0
IO,0.19415859138436695,1,0,0,0,0,0,0,0,0,0
IO,0.3690630948586214,1,0,0,0,0,0,0,0,0,0
IO,0.6676911818222303,1,0,0,0,0,0,0,0,0,0
IO,0.6513674500383856,1,0,0,0,0,0,0,0,0,0
IO,0.002676337892610163,1,0,0,0,0,0,0,0,0,0
IO,0.28829157709855585,1,0,0,0,0,0,0,0,0,0
NIO,-0.14431541381584684,1,0,0,0,1,0,0,0,0,0
IO,0.1217306946427571,1,0,0,0,0,0,0,0,0,0
IO,0.25823284994094475,1,0,0,0,0,0,0,0,0,0
NIO,-0.0767707858393548,1,0,1,0,0,0,0,0,0,0
IO,0.2573550556910198,1,0,0,0,0,0,0,0,0,0
NIO,-0.15730465829224624,1,0,0,0,1,0,0,0,0,0
IO,0.3995792417482134,1,0,0,0,0,0,0,0,0,0
IO,0.2409356375443402,1,0,0,0,0,0,0,0,0,0
IO,0.07523080782427582,1,0,0,0,0,0,0,0,0,0
IO,0.18552169498781595,1,0,0,0,0,0,0,0,0,0
IO,0.22758045031475568,0,0,0,0,0,0,0,0,0,0
IO,0.34444036696865615,1,0,0,0,0,0,0,0,0,0
IO,0.16586430487941137,1,0,0,0,0,0,0,0,0,0
NIO,-0.546563145808016,1,0,1,0,0,0,0,0,0,0
IO,0.3545583750485258,1,0,0,0,0,0,0,0,0,0
IO,0.3441524954332479,1,0,0,0,0,0,0,0,0,0
IO,0.29066286789458645,1,0,0,0,0,0,0,0,0,0
IO,0.3373541118847739,1,0,0,0,0,0,0,0,0,0
IO,0.7010580539217297,1,0,0,0,0,0,0,0,0,0
IO,0.34856849429766135,1,0,0,0,0,0,0,0,0,0
IO,0.30872606797966506,1,0,0,0,0,0,0,0,0,0
IO,0.44604676603355414,1,0,0,0,0,0,0,0,0,0
IO,0.20734125072870074,1,0,0,0,0,0,0,0,0,0
IO,0.23121611887097512,1,0,0,0,0,0,0,0,0,0
IO,0.146596475465625,1,0,0,0,0,0,0,0,0,0
IO,0.5053976222825093,1,0,0,0,0,0,0,0,0,0
NIO,0.18066355088118308,1,0,0,0,0,0,0,1,0,0
IO,0.24728974679881927,1,0,0,0,0,0,0,0,0,0
IO,0.11695417078843677,1,0,0,0,0,0,0,0,0,0
IO,0.25407970266790036,1,0,0,0,0,0,0,0,0,0
IO,0.2495524447672676,1,0,0,0,0,0,0,0,0,0
IO,0.25351049599508235,1,0,0,0,0,0,0,0,0,0
IO,0.35944859088756703,0,0,0,0,0,0,0,0,0,0
IO,0.04452695118609,1,0,0,0,0,0,0,0,0,0
IO,0.28286719215374895,1,0,0,0,0,0,0,0,0,0
NIO,-0.0759025399225711,1,0,1,0,0,0,0,0,0,0
NIO,-0.18195386201906658,1,0,0,1,0,0,0,0,0,0
IO,0.5517856457081753,1,0,0,0,0,0,0,0,0,0
IO,0.1952328350440818,1,0,0,0,0,0,0,0,0,0
IO,0.11994008152718764,1,0,0,0,0,0,0,0,0,0
IO,0.003500903182827586,1,0,0,0,0,0,0,0,0,0
IO,0.08635420803282465,1,0,0,0,0,0,0,0,0,0
NIO,-0.9656773816889596,1,0,1,0,0,0,0,0,0,0
IO,0.5141551489103549,1,0,0,0,0,0,0,0,0,0
IO,0.20596916091752887,1,0,0,0,0,0,0,0,0,0
NIO,-0.040767748227562205,1,0,0,0,1,0,0,0,0,0
IO,0.36439140012255383,1,0,0,0,0,0,0,0,0,0
IO,0.37748152093312504,1,0,0,0,0,0,0,0,0,0
NIO,-0.18188215261206234,1,0,1,0,0,0,0,0,0,0
NIO,0.28884287242012735,1,0,0,0,0,0,0,1,0,0
IO,0.24539850277003192,1,0,0,0,0,0,0,0,0,0
NIO,-0.758242530148418,0,1,0,0,0,0,0,0,1,0
IO,0.27462101232881436,1,0,0,0,0,0,0,0,0,0
IO,0.13645045980396936,1,0,0,0,0,0,0,0,0,0
NIO,-0.027021851398911223,1,0,0,1,0,0,0,0,0,0
NIO,-0.2800022345065107,1,0,1,0,0,0,0,0,0,0
NIO,-0.26450827481617206,0,0,1,0,0,0,0,0,0,0
IO,0.16652388869639473,1,0,0,0,0,0,0,0,0,0
NIO,0.5554043389167792,1,0,0,0,0,0,0,0,0,1
NIO,0.38686503725394117,1,0,0,0,0,0,0,0,1,0
IO,0.17404908734305613,1,0,0,0,0,0,0,0,0,0
IO,0.1939060787407058,1,0,0,0,0,0,0,0,0,0
NIO,0.021342062050929145,1,0,0,0,0,0,0,1,0,0
NIO,-0.002496818784284982,1,0,0,1,0,0,0,0,0,0
IO,0.39276772944247584,1,0,0,0,0,0,0,0,0,0
IO,0.4210069772124026,1,0,0,0,0,0,0,0,0,0
IO,0.5627034371683332,1,0,0,0,0,0,0,0,0,0
IO,0.5512919988999605,1,0,0,0,0,0,0,0,0,0
IO,0.3301179658952162,1,0,0,0,0,0,0,0,0,0
IO,0.40466512139300564,1,0,0,0,0,0,0,0,0,0
NIO,0.14833989948672097,1,0,0,0,0,0,0,0,1,0
NIO,-0.5972217510891836,1,1,0,0,1,0,0,0,0,0
IO,0.18028330379256702,1,0,0,0,0,0,0,0,0,0
NIO,0.16590350977347887,1,0,0,0,0,0,0,0,1,0
IO,0.09577640234734212,1,0,0,0,0,0,0,0,0,0
IO,0.4704189353487367,1,0,0,0,0,0,0,0,0,0
IO,0.6177934179594617,1,0,0,0,0,0,0,0,0,0
IO,0.645697298195771,1,0,0,0,0,0,0,0,0,0
NIO,-0.06768648083775522,1,0,1,0,0,0,0,0,0,0
IO,0.2477495023908877,1,0,0,0,0,0,0,0,0,0
IO,0.11679484329326917,1,0,0,0,0,0,0,0,0,0
IO,0.12008293056621785,1,0,0,0,0,0,0,0,0,0
IO,0.3879637777832771,1,0,0,0,0,0,0,0,0,0
IO,0.4829321927983301,1,0,0,0,0,0,0,0,0,0
IO,0.4578008322142537,1,0,0,0,0,0,0,0,0,0
NIO,0.27800820167576423,1,0,0,0,0,0,0,0,1,0
IO,0.320250941445695,1,0,0,0,0,0,0,0,0,0
NIO,-0.1294740882307699,1,0,0,0,1,0,0,0,0,0
IO,0.4746254170434163,1,0,0,0,0,0,0,0,0,0
IO,0.31645536538980024,1,0,0,0,0,0,0,0,0,0
IO,0.5407190869988696,1,0,0,0,0,0,0,0,0,0
IO,0.37483601166310665,1,0,0,0,0,0,0,0,0,0
IO,0.5390639092939944,1,0,0,0,0,0,0,0,0,0
IO,0.42620221285725535,1,0,0,0,0,0,0,0,0,0
IO,0.4311878070158152,1,0,0,0,0,0,0,0,0,0
NIO,0.03972249237916374,1,0,0,0,0,0,0,0,1,0
IO,0.13080616935650602,1,0,0,0,0,0,0,0,0,0
IO,0.2623402545351379,1,0,0,0,0,0,0,0,0,0
NIO,-0.002581150204520137,1,0,0,1,0,0,0,0,0,0
IO,0.03447216611339714,1,0,0,0,0,0,0,0,0,0
IO,0.3078122109394747,1,0,0,0,0,0,0,0,0,0
NIO,0.37441751781941646,1,0,0,0,0,0,1,0,0,0
NIO,-0.05667644609575288,1,0,0,0,1,0,0,0,0,0
IO,0.4775828748556634,1,0,0,0,0,0,0,0,0,0
IO,0.5669542073037425,1,0,0,0,0,0,0,0,0,0
IO,0.1835349664060959,1,0,0,0,0,0,0,0,0,0
IO,0.5034253522783848,1,0,0,0,0,0,0,0,0,0
IO,0.394595466939458,1,0,0,0,0,0,0,0,0,0
IO,0.3727467045267815,1,0,0,0,0,0,0,0,0,0
NIO,-0.1771584083666165,1,1,0,0,0,0,0,0,0,0
IO,0.05882639399596135,1,0,0,0,0,0,0,0,0,0
NIO,-0.11009010977407178,1,0,0,0,1,0,0,0,0,0
IO,0.46553505132672035,1,0,0,0,0,0,0,0,0,0
IO,0.20312809537751128,1,0,0,0,0,0,0,0,0,0
IO,0.30819121089084894,1,0,0,0,0,0,0,0,0,0
NIO,-0.01771336771210219,1,0,1,0,0,0,0,0,0,0
NIO,-0.15386448751329868,1,1,0,0,0,0,0,0,0,0
NIO,-0.037187859087955785,1,1,0,0,0,0,0,0,0,0
NIO,-0.12970132356724173,1,0,1,0,0,0,0,0,0,0
IO,0.4279104968170187,1,0,0,0,0,0,0,0,0,0
IO,0.5624252516601649,1,0,0,0,0,0,0,0,0,0
NIO,0.11451341980805312,1,0,0,0,0,0,1,0,0,0
IO,0.060435421650664,1,0,0,0,0,0,0,0,0,0
NIO,-0.06869452827048726,1,0,1,0,0,0,0,0,0,0
IO,0.6208640901654027,1,0,0,0,0,0,0,0,0,0
NIO,0.4628722245684497,1,0,0,0,0,0,0,0,1,1
IO,0.13604127323846898,1,0,0,0,0,0,0,0,0,0
IO,0.20989314334288522,1,0,0,0,0,0,0,0,0,0
IO,0.19277799099222626,1,0,0,0,0,0,0,0,0,0
IO,0.42751495577829185,1,0,0,0,0,0,0,0,0,0
NIO,0.41501988864603956,1,0,0,0,0,0,1,0,0,0
IO,0.06149596741285753,1,0,0,0,0,0,0,0,0,0
IO,0.13461817999774234,1,0,0,0,0,0,0,0,0,0
IO,0.28009905773260646,1,0,0,0,0,0,0,0,0,0
IO,0.0458523239765074,1,0,0,0,0,0,0,0,0,0
IO,0.2096317261705531,1,0,0,0,0,0,0,0,0,0
NIO,0.28079147553451295,1,0,0,0,0,0,0,0,1,0
IO,0.3844365787683744,1,0,0,0,0,0,0,0,0,0
NIO,-0.3088021941435991,1,0,1,0,0,0,1,0,0,0
IO,0.20603150197907577,1,0,0,0,0,0,0,0,0,0
IO,0.28822424616410586,1,0,0,0,0,0,0,0,0,0
NIO,-0.5928829451066036,1,1,1,0,0,0,0,0,0,0
IO,0.4255970115702298,1,0,0,0,0,0,0,0,0,0
IO,0.2847444054818988,1,0,0,0,0,0,0,0,0,0
IO,0.004189473547962508,1,0,0,0,0,0,0,0,0,0
IO,0.3319702829264015,1,0,0,0,0,0,0,0,0,0
IO,0.19680036593021627,1,0,0,0,0,0,0,0,0,0
IO,0.6154468340001004,1,0,0,0,0,0,0,0,0,0
IO,0.4613318287338849,1,0,0,0,0,0,0,0,0,0
IO,0.5242305633751143,1,0,0,0,0,0,0,0,0,0
IO,0.41399466559175957,1,0,0,0,0,0,0,0,0,0
IO,0.4159569098337864,1,0,0,0,0,0,0,0,0,0
NIO,-0.0787000409828829,1,1,0,0,0,0,0,0,0,0
